organization,project_name,location,recording_date,longitude,latitude,method,status,observer,species_code,species_common_name,species_class,individual_appearance_order,tag_start_s,vocalization,abundance,species_comments,is_verified,observer_id
ABMI,RUGR - BU LAB PROJECT,1357-NW,2017-05-18 5:59,-113.804253,51.950893,60s None,Transcribed,505,NONE,NONE,,,,,,,,505
ABMI,RUGR - BU LAB PROJECT,1357-NW,2017-05-18 7:29,-113.804253,51.950893,60s None,Transcribed,1057,NONE,NONE,,,,,,,,1057
ABMI,RUGR - BU LAB PROJECT,1357-NW,2017-05-20 5:56,-113.804253,51.950893,60s None,Transcribed,1057,NONE,NONE,,,,,,,,1057
ABMI,RUGR - BU LAB PROJECT,1357-NW,2017-05-20 7:26,-113.804253,51.950893,60s None,Transcribed,505,NONE,NONE,,,,,,,,505
ABMI,RUGR - BU LAB PROJECT,1357-NW,2017-05-23 2:00,-113.804253,51.950893,60s None,Transcribed,845,NONE,NONE,,,,,,,,845
ABMI,RUGR - BU LAB PROJECT,1357-NW,2017-05-23 7:22,-113.804253,51.950893,60s None,Transcribed,1057,RUGR,Ruffed Grouse,Aves,1,28.8,Song,1,,FALSE,1057
ABMI,RUGR - BU LAB PROJECT,1357-NW,2017-05-25 7:19,-113.804253,51.950893,60s None,Transcribed,1170,NONE,NONE,,,,,,,,1170
ABMI,RUGR - BU LAB PROJECT,1357-NW,2017-05-26 7:18,-113.804253,51.950893,60s None,Transcribed,6,NONE,NONE,,,,,,,,6
ABMI,RUGR - BU LAB PROJECT,1357-NW,2017-05-27 2:00,-113.804253,51.950893,60s None,Transcribed,845,NONE,NONE,,,,,,,,845
ABMI,RUGR - BU LAB PROJECT,1357-NW,2017-05-29 0:00,-113.804253,51.950893,60s None,Transcribed,1909,NONE,NONE,,,,,,,,1909
ABMI,RUGR - BU LAB PROJECT,1357-NW,2017-05-29 7:14,-113.804253,51.950893,60s None,Transcribed,845,NONE,NONE,,,,,,,,845
ABMI,RUGR - BU LAB PROJECT,1357-NW,2017-05-30 2:00,-113.804253,51.950893,60s None,Transcribed,2034,NONE,NONE,,,,,,,,2034
ABMI,RUGR - BU LAB PROJECT,1358-NW,2017-04-20 0:00,-113.583092,51.934963,60s None,Transcribed,2034,NONE,NONE,,,,,,,,2034
ABMI,RUGR - BU LAB PROJECT,1358-NW,2017-04-21 0:00,-113.583092,51.934963,60s None,Transcribed,1170,NONE,NONE,,,,,,,,1170
ABMI,RUGR - BU LAB PROJECT,1358-NW,2017-04-22 0:00,-113.583092,51.934963,60s None,Transcribed,841,NONE,NONE,,,,,,,,841
ABMI,RUGR - BU LAB PROJECT,1358-NW,2017-04-22 2:00,-113.583092,51.934963,60s None,Transcribed,1909,NONE,NONE,,,,,,,,1909
ABMI,RUGR - BU LAB PROJECT,1358-NW,2017-04-23 6:49,-113.583092,51.934963,60s None,Transcribed,1057,NONE,NONE,,,,,,,,1057
ABMI,RUGR - BU LAB PROJECT,1358-NW,2017-04-25 0:00,-113.583092,51.934963,60s None,Transcribed,1057,NONE,NONE,,,,,,,,1057
ABMI,RUGR - BU LAB PROJECT,1358-NW,2017-04-25 2:00,-113.583092,51.934963,60s None,Transcribed,6,NONE,NONE,,,,,,,,6
ABMI,RUGR - BU LAB PROJECT,1358-NW,2017-04-26 2:00,-113.583092,51.934963,60s None,Transcribed,841,NONE,NONE,,,,,,,,841
ABMI,RUGR - BU LAB PROJECT,1358-NW,2017-04-28 0:00,-113.583092,51.934963,60s None,Transcribed,2034,NONE,NONE,,,,,,,,2034
ABMI,RUGR - BU LAB PROJECT,1358-NW,2017-04-30 6:33,-113.583092,51.934963,60s None,Transcribed,1909,NONE,NONE,,,,,,,,1909
ABMI,RUGR - BU LAB PROJECT,1358-NW,2017-05-02 0:00,-113.583092,51.934963,60s None,Transcribed,1057,NONE,NONE,,,,,,,,1057
ABMI,RUGR - BU LAB PROJECT,1358-NW,2017-05-02 6:29,-113.583092,51.934963,60s None,Transcribed,1170,NONE,NONE,,,,,,,,1170
ABMI,RUGR - BU LAB PROJECT,1358-NW,2017-05-03 0:00,-113.583092,51.934963,60s None,Transcribed,841,NONE,NONE,,,,,,,,841
ABMI,RUGR - BU LAB PROJECT,1358-NW,2017-05-04 6:25,-113.583092,51.934963,60s None,Transcribed,6,NONE,NONE,,,,,,,,6
ABMI,RUGR - BU LAB PROJECT,1358-NW,2017-05-09 2:00,-113.583092,51.934963,60s None,Transcribed,1057,NONE,NONE,,,,,,,,1057
ABMI,RUGR - BU LAB PROJECT,1358-NW,2017-05-10 0:00,-113.583092,51.934963,60s None,Transcribed,2061,NONE,NONE,,,,,,,,2061
ABMI,RUGR - BU LAB PROJECT,1358-NW,2017-05-13 6:08,-113.583092,51.934963,60s None,Transcribed,2034,NONE,NONE,,,,,,,,2034
ABMI,RUGR - BU LAB PROJECT,1358-NW,2017-05-14 7:36,-113.583092,51.934963,60s None,Transcribed,505,NONE,NONE,,,,,,,,505
ABMI,RUGR - BU LAB PROJECT,1358-NW,2017-05-15 0:00,-113.583092,51.934963,60s None,Transcribed,845,NONE,NONE,,,,,,,,845
ABMI,RUGR - BU LAB PROJECT,1358-NW,2017-05-16 0:00,-113.583092,51.934963,60s None,Transcribed,1057,NONE,NONE,,,,,,,,1057
ABMI,RUGR - BU LAB PROJECT,1358-NW,2017-05-16 7:33,-113.583092,51.934963,60s None,Transcribed,1909,NONE,NONE,,,,,,,,1909
ABMI,RUGR - BU LAB PROJECT,1358-NW,2017-05-18 7:29,-113.583092,51.934963,60s None,Transcribed,841,NONE,NONE,,,,,,,,841
ABMI,RUGR - BU LAB PROJECT,1358-NW,2017-05-19 2:00,-113.583092,51.934963,60s None,Transcribed,505,NONE,NONE,,,,,,,,505
ABMI,RUGR - BU LAB PROJECT,1358-NW,2017-05-20 2:00,-113.583092,51.934963,60s None,Transcribed,1057,NONE,NONE,,,,,,,,1057
ABMI,RUGR - BU LAB PROJECT,1358-NW,2017-05-21 2:00,-113.583092,51.934963,60s None,Transcribed,1057,NONE,NONE,,,,,,,,1057
ABMI,RUGR - BU LAB PROJECT,1358-NW,2017-05-22 0:00,-113.583092,51.934963,60s None,Transcribed,1170,NONE,NONE,,,,,,,,1170
ABMI,RUGR - BU LAB PROJECT,1358-NW,2017-05-26 2:00,-113.583092,51.934963,60s None,Transcribed,6,NONE,NONE,,,,,,,,6
ABMI,RUGR - BU LAB PROJECT,1358-NW,2017-05-26 7:18,-113.583092,51.934963,60s None,Transcribed,505,NONE,NONE,,,,,,,,505
ABMI,RUGR - BU LAB PROJECT,1358-NW,2017-05-30 5:43,-113.583092,51.934963,60s None,Transcribed,845,NONE,NONE,,,,,,,,845
ABMI,RUGR - BU LAB PROJECT,1362-NW,2016-04-19 6:57,-112.461449,51.758121,60s None,Transcribed,1170,NONE,NONE,,,,,,,,1170
ABMI,RUGR - BU LAB PROJECT,1362-NW,2016-04-20 2:00,-112.461449,51.758121,60s None,Transcribed,1909,NONE,NONE,,,,,,,,1909
ABMI,RUGR - BU LAB PROJECT,1362-NW,2016-04-22 6:50,-112.461449,51.758121,60s None,Transcribed,17,NONE,NONE,,,,,,,,17
ABMI,RUGR - BU LAB PROJECT,1362-NW,2016-04-23 0:00,-112.461449,51.758121,60s None,Transcribed,2034,NONE,NONE,,,,,,,,2034
ABMI,RUGR - BU LAB PROJECT,1362-NW,2016-04-24 2:00,-112.461449,51.758121,60s None,Transcribed,1057,NONE,NONE,,,,,,,,1057
ABMI,RUGR - BU LAB PROJECT,1362-NW,2016-04-24 6:46,-112.461449,51.758121,60s None,Transcribed,1170,NONE,NONE,,,,,,,,1170
ABMI,RUGR - BU LAB PROJECT,1362-NW,2016-04-25 6:44,-112.461449,51.758121,60s None,Transcribed,1057,NONE,NONE,,,,,,,,1057
ABMI,RUGR - BU LAB PROJECT,1362-NW,2016-04-28 0:00,-112.461449,51.758121,60s None,Transcribed,17,NONE,NONE,,,,,,,,17
ABMI,RUGR - BU LAB PROJECT,1362-NW,2016-04-28 2:00,-112.461449,51.758121,60s None,Transcribed,1170,NONE,NONE,,,,,,,,1170
ABMI,RUGR - BU LAB PROJECT,1362-NW,2016-04-29 0:00,-112.461449,51.758121,60s None,Transcribed,6,NONE,NONE,,,,,,,,6
ABMI,RUGR - BU LAB PROJECT,1362-NW,2016-04-30 2:00,-112.461449,51.758121,60s None,Transcribed,1909,NONE,NONE,,,,,,,,1909
ABMI,RUGR - BU LAB PROJECT,1362-NW,2016-04-30 6:33,-112.461449,51.758121,60s None,Transcribed,505,NONE,NONE,,,,,,,,505
ABMI,RUGR - BU LAB PROJECT,1362-NW,2016-05-02 6:28,-112.461449,51.758121,60s None,Transcribed,6,NONE,NONE,,,,,,,,6
ABMI,RUGR - BU LAB PROJECT,1362-NW,2016-05-03 7:56,-112.461449,51.758121,60s None,Transcribed,6,NONE,NONE,,,,,,,,6
ABMI,RUGR - BU LAB PROJECT,1362-NW,2016-05-06 0:00,-112.461449,51.758121,60s None,Transcribed,17,NONE,NONE,,,,,,,,17
ABMI,RUGR - BU LAB PROJECT,1362-NW,2016-05-07 7:48,-112.461449,51.758121,60s None,Transcribed,6,NONE,NONE,,,,,,,,6
ABMI,RUGR - BU LAB PROJECT,1362-NW,2016-05-09 2:00,-112.461449,51.758121,60s None,Transcribed,2034,NONE,NONE,,,,,,,,2034
ABMI,RUGR - BU LAB PROJECT,1362-NW,2016-05-09 7:45,-112.461449,51.758121,60s None,Transcribed,505,NONE,NONE,,,,,,,,505
ABMI,RUGR - BU LAB PROJECT,1362-NW,2016-05-11 0:00,-112.461449,51.758121,60s None,Transcribed,2061,NONE,NONE,,,,,,,,2061
ABMI,RUGR - BU LAB PROJECT,1362-NW,2016-05-12 0:00,-112.461449,51.758121,60s None,Transcribed,2061,NONE,NONE,,,,,,,,2061
ABMI,RUGR - BU LAB PROJECT,1362-NW,2016-05-13 0:00,-112.461449,51.758121,60s None,Transcribed,1909,NONE,NONE,,,,,,,,1909
ABMI,RUGR - BU LAB PROJECT,1362-NW,2016-05-13 7:37,-112.461449,51.758121,60s None,Transcribed,1909,NONE,NONE,,,,,,,,1909
ABMI,RUGR - BU LAB PROJECT,1362-NW,2016-05-17 0:00,-112.461449,51.758121,60s None,Transcribed,1057,NONE,NONE,,,,,,,,1057
ABMI,RUGR - BU LAB PROJECT,1362-NW,2016-05-17 7:30,-112.461449,51.758121,60s None,Transcribed,1057,NONE,NONE,,,,,,,,1057
ABMI,RUGR - BU LAB PROJECT,1362-NW,2016-05-19 7:27,-112.461449,51.758121,60s None,Transcribed,17,NONE,NONE,,,,,,,,17
ABMI,RUGR - BU LAB PROJECT,1362-NW,2016-05-20 2:00,-112.461449,51.758121,60s None,Transcribed,1909,NONE,NONE,,,,,,,,1909
ABMI,RUGR - BU LAB PROJECT,1362-NW,2016-05-23 5:52,-112.461449,51.758121,60s None,Transcribed,841,NONE,NONE,,,,,,,,841
ABMI,RUGR - BU LAB PROJECT,1362-NW,2016-05-25 2:00,-112.461449,51.758121,60s None,Transcribed,1170,NONE,NONE,,,,,,,,1170
ABMI,RUGR - BU LAB PROJECT,1362-NW,2016-05-26 0:00,-112.461449,51.758121,60s None,Transcribed,17,NONE,NONE,,,,,,,,17
ABMI,RUGR - BU LAB PROJECT,1362-NW,2016-05-26 2:00,-112.461449,51.758121,60s None,Transcribed,841,NONE,NONE,,,,,,,,841
ABMI,RUGR - BU LAB PROJECT,1362-NW,2016-05-26 7:18,-112.461449,51.758121,60s None,Transcribed,505,NONE,NONE,,,,,,,,505
ABMI,RUGR - BU LAB PROJECT,1362-NW,2016-05-29 7:14,-112.461449,51.758121,60s None,Transcribed,841,NONE,NONE,,,,,,,,841
ABMI,RUGR - BU LAB PROJECT,1363-NW,2016-04-19 2:00,-112.105583,51.720058,60s None,Transcribed,17,NONE,NONE,,,,,,,,17
ABMI,RUGR - BU LAB PROJECT,1363-NW,2016-04-20 2:00,-112.105583,51.720058,60s None,Transcribed,1057,NONE,NONE,,,,,,,,1057
ABMI,RUGR - BU LAB PROJECT,1363-NW,2016-04-21 0:00,-112.105583,51.720058,60s None,Transcribed,1057,NONE,NONE,,,,,,,,1057
ABMI,RUGR - BU LAB PROJECT,1363-NW,2016-04-21 2:00,-112.105583,51.720058,60s None,Transcribed,17,NONE,NONE,,,,,,,,17
ABMI,RUGR - BU LAB PROJECT,1363-NW,2016-04-22 0:00,-112.105583,51.720058,60s None,Transcribed,505,NONE,NONE,,,,,,,,505
ABMI,RUGR - BU LAB PROJECT,1363-NW,2016-04-24 2:00,-112.105583,51.720058,60s None,Transcribed,841,NONE,NONE,,,,,,,,841
ABMI,RUGR - BU LAB PROJECT,1363-NW,2016-04-27 2:00,-112.105583,51.720058,60s None,Transcribed,17,NONE,NONE,,,,,,,,17
ABMI,RUGR - BU LAB PROJECT,1363-NW,2016-04-30 2:00,-112.105583,51.720058,60s None,Transcribed,17,NONE,NONE,,,,,,,,17
ABMI,RUGR - BU LAB PROJECT,1363-NW,2016-05-02 0:00,-112.105583,51.720058,60s None,Transcribed,845,NONE,NONE,,,,,,,,845
ABMI,RUGR - BU LAB PROJECT,1363-NW,2016-05-03 2:00,-112.105583,51.720058,60s None,Transcribed,6,NONE,NONE,,,,,,,,6
ABMI,RUGR - BU LAB PROJECT,1363-NW,2016-05-03 7:56,-112.105583,51.720058,60s None,Transcribed,2034,NONE,NONE,,,,,,,,2034
ABMI,RUGR - BU LAB PROJECT,1363-NW,2016-05-04 2:00,-112.105583,51.720058,60s None,Transcribed,1170,NONE,NONE,,,,,,,,1170
ABMI,RUGR - BU LAB PROJECT,1363-NW,2016-05-04 6:24,-112.105583,51.720058,60s None,Transcribed,17,NONE,NONE,,,,,,,,17
ABMI,RUGR - BU LAB PROJECT,1363-NW,2016-05-04 7:54,-112.105583,51.720058,60s None,Transcribed,6,NONE,NONE,,,,,,,,6
ABMI,RUGR - BU LAB PROJECT,1363-NW,2016-05-06 6:20,-112.105583,51.720058,60s None,Transcribed,6,NONE,NONE,,,,,,,,6
ABMI,RUGR - BU LAB PROJECT,1363-NW,2016-05-06 7:50,-112.105583,51.720058,60s None,Transcribed,6,NONE,NONE,,,,,,,,6
ABMI,RUGR - BU LAB PROJECT,1363-NW,2016-05-09 0:00,-112.105583,51.720058,60s None,Transcribed,1057,NONE,NONE,,,,,,,,1057
ABMI,RUGR - BU LAB PROJECT,1363-NW,2016-05-09 2:00,-112.105583,51.720058,60s None,Transcribed,17,NONE,NONE,,,,,,,,17
ABMI,RUGR - BU LAB PROJECT,1363-NW,2016-05-10 0:00,-112.105583,51.720058,60s None,Transcribed,2034,NONE,NONE,,,,,,,,2034
ABMI,RUGR - BU LAB PROJECT,1363-NW,2016-05-10 6:13,-112.105583,51.720058,60s None,Transcribed,1909,NONE,NONE,,,,,,,,1909
ABMI,RUGR - BU LAB PROJECT,1363-NW,2016-05-13 0:00,-112.105583,51.720058,60s None,Transcribed,17,NONE,NONE,,,,,,,,17
ABMI,RUGR - BU LAB PROJECT,1363-NW,2016-05-14 7:35,-112.105583,51.720058,60s None,Transcribed,1909,NONE,NONE,,,,,,,,1909
ABMI,RUGR - BU LAB PROJECT,1363-NW,2016-05-16 0:00,-112.105583,51.720058,60s None,Transcribed,841,NONE,NONE,,,,,,,,841
ABMI,RUGR - BU LAB PROJECT,1363-NW,2016-05-17 0:00,-112.105583,51.720058,60s None,Transcribed,2034,NONE,NONE,,,,,,,,2034
ABMI,RUGR - BU LAB PROJECT,1363-NW,2016-05-18 5:59,-112.105583,51.720058,60s None,Transcribed,17,NONE,NONE,,,,,,,,17
ABMI,RUGR - BU LAB PROJECT,1363-NW,2016-05-19 0:00,-112.105583,51.720058,60s None,Transcribed,1057,NONE,NONE,,,,,,,,1057
ABMI,RUGR - BU LAB PROJECT,1363-NW,2016-05-24 0:00,-112.105583,51.720058,60s None,Transcribed,2061,NONE,NONE,,,,,,,,2061
ABMI,RUGR - BU LAB PROJECT,1363-NW,2016-05-25 0:00,-112.105583,51.720058,60s None,Transcribed,6,NONE,NONE,,,,,,,,6
ABMI,RUGR - BU LAB PROJECT,1363-NW,2016-05-25 2:00,-112.105583,51.720058,60s None,Transcribed,1909,NONE,NONE,,,,,,,,1909
ABMI,RUGR - BU LAB PROJECT,1363-NW,2016-05-26 0:00,-112.105583,51.720058,60s None,Transcribed,1909,NONE,NONE,,,,,,,,1909
ABMI,RUGR - BU LAB PROJECT,1363-NW,2016-05-26 5:48,-112.105583,51.720058,60s None,Transcribed,1909,NONE,NONE,,,,,,,,1909
ABMI,RUGR - BU LAB PROJECT,1363-NW,2016-05-26 7:18,-112.105583,51.720058,60s None,Transcribed,1909,NONE,NONE,,,,,,,,1909
ABMI,RUGR - BU LAB PROJECT,1363-NW,2016-05-27 5:46,-112.105583,51.720058,60s None,Transcribed,1057,NONE,NONE,,,,,,,,1057
ABMI,RUGR - BU LAB PROJECT,1363-NW,2016-05-28 2:00,-112.105583,51.720058,60s None,Transcribed,1057,NONE,NONE,,,,,,,,1057
ABMI,RUGR - BU LAB PROJECT,1364-NW,2016-04-20 0:00,-111.875153,51.69033,60s None,Transcribed,1057,NONE,NONE,,,,,,,,1057
ABMI,RUGR - BU LAB PROJECT,1364-NW,2016-04-21 6:53,-111.875153,51.69033,60s None,Transcribed,2034,NONE,NONE,,,,,,,,2034
ABMI,RUGR - BU LAB PROJECT,1364-NW,2016-04-22 0:00,-111.875153,51.69033,60s None,Transcribed,17,NONE,NONE,,,,,,,,17
ABMI,RUGR - BU LAB PROJECT,1364-NW,2016-04-26 2:00,-111.875153,51.69033,60s None,Transcribed,1170,NONE,NONE,,,,,,,,1170
ABMI,RUGR - BU LAB PROJECT,1364-NW,2016-04-28 2:00,-111.875153,51.69033,60s None,Transcribed,6,NONE,NONE,,,,,,,,6
ABMI,RUGR - BU LAB PROJECT,1364-NW,2016-04-30 0:00,-111.875153,51.69033,60s None,Transcribed,841,NONE,NONE,,,,,,,,841
ABMI,RUGR - BU LAB PROJECT,1364-NW,2016-05-01 6:31,-111.875153,51.69033,60s None,Transcribed,6,NONE,NONE,,,,,,,,6
ABMI,RUGR - BU LAB PROJECT,1364-NW,2016-05-02 2:00,-111.875153,51.69033,60s None,Transcribed,1057,NONE,NONE,,,,,,,,1057
ABMI,RUGR - BU LAB PROJECT,1364-NW,2016-05-02 6:28,-111.875153,51.69033,60s None,Transcribed,2061,NONE,NONE,,,,,,,,2061
ABMI,RUGR - BU LAB PROJECT,1364-NW,2016-05-03 6:26,-111.875153,51.69033,60s None,Transcribed,841,NONE,NONE,,,,,,,,841
ABMI,RUGR - BU LAB PROJECT,1364-NW,2016-05-04 0:00,-111.875153,51.69033,60s None,Transcribed,1057,NONE,NONE,,,,,,,,1057
ABMI,RUGR - BU LAB PROJECT,1364-NW,2016-05-05 6:22,-111.875153,51.69033,60s None,Transcribed,2034,NONE,NONE,,,,,,,,2034
ABMI,RUGR - BU LAB PROJECT,1364-NW,2016-05-07 6:18,-111.875153,51.69033,60s None,Transcribed,841,NONE,NONE,,,,,,,,841
ABMI,RUGR - BU LAB PROJECT,1364-NW,2016-05-08 7:46,-111.875153,51.69033,60s None,Transcribed,1909,NONE,NONE,,,,,,,,1909
ABMI,RUGR - BU LAB PROJECT,1364-NW,2016-05-09 7:45,-111.875153,51.69033,60s None,Transcribed,1909,NONE,NONE,,,,,,,,1909
ABMI,RUGR - BU LAB PROJECT,1364-NW,2016-05-10 6:13,-111.875153,51.69033,60s None,Transcribed,841,NONE,NONE,,,,,,,,841
ABMI,RUGR - BU LAB PROJECT,1364-NW,2016-05-12 7:39,-111.875153,51.69033,60s None,Transcribed,505,NONE,NONE,,,,,,,,505
ABMI,RUGR - BU LAB PROJECT,1364-NW,2016-05-13 6:07,-111.875153,51.69033,60s None,Transcribed,1909,NONE,NONE,,,,,,,,1909
ABMI,RUGR - BU LAB PROJECT,1364-NW,2016-05-14 0:00,-111.875153,51.69033,60s None,Transcribed,505,NONE,NONE,,,,,,,,505
ABMI,RUGR - BU LAB PROJECT,1364-NW,2016-05-14 7:35,-111.875153,51.69033,60s None,Transcribed,6,NONE,NONE,,,,,,,,6
ABMI,RUGR - BU LAB PROJECT,1364-NW,2016-05-16 2:00,-111.875153,51.69033,60s None,Transcribed,17,NONE,NONE,,,,,,,,17
ABMI,RUGR - BU LAB PROJECT,1364-NW,2016-05-23 5:52,-111.875153,51.69033,60s None,Transcribed,841,NONE,NONE,,,,,,,,841
ABMI,RUGR - BU LAB PROJECT,1364-NW,2016-05-24 0:00,-111.875153,51.69033,60s None,Transcribed,2034,NONE,NONE,,,,,,,,2034
ABMI,RUGR - BU LAB PROJECT,1364-NW,2016-05-24 5:50,-111.875153,51.69033,60s None,Transcribed,1909,NONE,NONE,,,,,,,,1909
ABMI,RUGR - BU LAB PROJECT,1364-NW,2016-05-25 5:49,-111.875153,51.69033,60s None,Transcribed,1909,NONE,NONE,,,,,,,,1909
ABMI,RUGR - BU LAB PROJECT,1364-NW,2016-05-26 2:00,-111.875153,51.69033,60s None,Transcribed,6,NONE,NONE,,,,,,,,6
ABMI,RUGR - BU LAB PROJECT,1364-NW,2016-05-26 7:18,-111.875153,51.69033,60s None,Transcribed,505,NONE,NONE,,,,,,,,505
ABMI,RUGR - BU LAB PROJECT,1364-NW,2016-05-27 0:00,-111.875153,51.69033,60s None,Transcribed,17,NONE,NONE,,,,,,,,17
ABMI,RUGR - BU LAB PROJECT,1381-NW,2017-04-20 2:00,-114.146881,51.787006,60s None,Transcribed,2061,NONE,NONE,,,,,,,,2061
ABMI,RUGR - BU LAB PROJECT,1381-NW,2017-04-21 2:00,-114.146881,51.787006,60s None,Transcribed,2034,NONE,NONE,,,,,,,,2034
ABMI,RUGR - BU LAB PROJECT,1381-NW,2017-04-22 2:00,-114.146881,51.787006,60s None,Transcribed,845,NONE,NONE,,,,,,,,845
ABMI,RUGR - BU LAB PROJECT,1381-NW,2017-04-25 0:00,-114.146881,51.787006,60s None,Transcribed,2034,NONE,NONE,,,,,,,,2034
ABMI,RUGR - BU LAB PROJECT,1381-NW,2017-04-27 2:00,-114.146881,51.787006,60s None,Transcribed,1909,NONE,NONE,,,,,,,,1909
ABMI,RUGR - BU LAB PROJECT,1381-NW,2017-04-29 2:00,-114.146881,51.787006,60s None,Transcribed,505,NONE,NONE,,,,,,,,505
ABMI,RUGR - BU LAB PROJECT,1381-NW,2017-05-01 2:00,-114.146881,51.787006,60s None,Transcribed,1170,NONE,NONE,,,,,,,,1170
ABMI,RUGR - BU LAB PROJECT,1381-NW,2017-05-01 6:31,-114.146881,51.787006,60s None,Transcribed,1170,NONE,NONE,,,,,,,,1170
ABMI,RUGR - BU LAB PROJECT,1381-NW,2017-05-03 6:27,-114.146881,51.787006,60s None,Transcribed,1909,NONE,NONE,,,,,,,,1909
ABMI,RUGR - BU LAB PROJECT,1381-NW,2017-05-04 7:55,-114.146881,51.787006,60s None,Transcribed,6,NONE,NONE,,,,,,,,6
ABMI,RUGR - BU LAB PROJECT,1381-NW,2017-05-05 7:53,-114.146881,51.787006,60s None,Transcribed,6,NONE,NONE,,,,,,,,6
ABMI,RUGR - BU LAB PROJECT,1381-NW,2017-05-06 2:00,-114.146881,51.787006,60s None,Transcribed,841,NONE,NONE,,,,,,,,841
ABMI,RUGR - BU LAB PROJECT,1381-NW,2017-05-08 0:00,-114.146881,51.787006,60s None,Transcribed,505,NONE,NONE,,,,,,,,505
ABMI,RUGR - BU LAB PROJECT,1381-NW,2017-05-08 7:47,-114.146881,51.787006,60s None,Transcribed,2034,NONE,NONE,,,,,,,,2034
ABMI,RUGR - BU LAB PROJECT,1381-NW,2017-05-09 2:00,-114.146881,51.787006,60s None,Transcribed,845,NONE,NONE,,,,,,,,845
ABMI,RUGR - BU LAB PROJECT,1381-NW,2017-05-10 0:00,-114.146881,51.787006,60s None,Transcribed,841,NONE,NONE,,,,,,,,841
ABMI,RUGR - BU LAB PROJECT,1381-NW,2017-05-10 2:00,-114.146881,51.787006,60s None,Transcribed,1909,NONE,NONE,,,,,,,,1909
ABMI,RUGR - BU LAB PROJECT,1381-NW,2017-05-10 7:43,-114.146881,51.787006,60s None,Transcribed,1057,NONE,NONE,,,,,,,,1057
ABMI,RUGR - BU LAB PROJECT,1381-NW,2017-05-12 0:00,-114.146881,51.787006,60s None,Transcribed,841,NONE,NONE,,,,,,,,841
ABMI,RUGR - BU LAB PROJECT,1381-NW,2017-05-13 0:00,-114.146881,51.787006,60s None,Transcribed,6,NONE,NONE,,,,,,,,6
ABMI,RUGR - BU LAB PROJECT,1381-NW,2017-05-16 6:03,-114.146881,51.787006,60s None,Transcribed,1057,NONE,NONE,,,,,,,,1057
ABMI,RUGR - BU LAB PROJECT,1381-NW,2017-05-17 0:00,-114.146881,51.787006,60s None,Transcribed,505,NONE,NONE,,,,,,,,505
ABMI,RUGR - BU LAB PROJECT,1381-NW,2017-05-17 6:01,-114.146881,51.787006,60s None,Transcribed,1057,NONE,NONE,,,,,,,,1057
ABMI,RUGR - BU LAB PROJECT,1381-NW,2017-05-17 7:31,-114.146881,51.787006,60s None,Transcribed,2034,NONE,NONE,,,,,,,,2034
ABMI,RUGR - BU LAB PROJECT,1381-NW,2017-05-18 7:29,-114.146881,51.787006,60s None,Transcribed,1909,NONE,NONE,,,,,,,,1909
ABMI,RUGR - BU LAB PROJECT,1381-NW,2017-05-19 2:00,-114.146881,51.787006,60s None,Transcribed,845,NONE,NONE,,,,,,,,845
ABMI,RUGR - BU LAB PROJECT,1381-NW,2017-05-19 5:58,-114.146881,51.787006,60s None,Transcribed,841,NONE,NONE,,,,,,,,841
ABMI,RUGR - BU LAB PROJECT,1381-NW,2017-05-20 5:56,-114.146881,51.787006,60s None,Transcribed,2034,NONE,NONE,,,,,,,,2034
ABMI,RUGR - BU LAB PROJECT,1381-NW,2017-05-24 7:21,-114.146881,51.787006,60s None,Transcribed,1057,NONE,NONE,,,,,,,,1057
ABMI,RUGR - BU LAB PROJECT,1381-NW,2017-05-25 5:49,-114.146881,51.787006,60s None,Transcribed,1909,NONE,NONE,,,,,,,,1909
ABMI,RUGR - BU LAB PROJECT,1381-NW,2017-05-26 0:00,-114.146881,51.787006,60s None,Transcribed,845,NONE,NONE,,,,,,,,845
ABMI,RUGR - BU LAB PROJECT,1381-NW,2017-05-29 2:00,-114.146881,51.787006,60s None,Transcribed,1057,NONE,NONE,,,,,,,,1057
ABMI,RUGR - BU LAB PROJECT,1381-NW,2017-05-30 0:00,-114.146881,51.787006,60s None,Transcribed,2061,NONE,NONE,,,,,,,,2061
ABMI,RUGR - BU LAB PROJECT,1381-NW,2017-05-30 7:13,-114.146881,51.787006,60s None,Transcribed,505,NONE,NONE,,,,,,,,505
ABMI,RUGR - BU LAB PROJECT,1382-NW,2017-04-20 0:00,-113.919395,51.740936,60s None,Transcribed,841,NONE,NONE,,,,,,,,841
ABMI,RUGR - BU LAB PROJECT,1382-NW,2017-04-20 6:55,-113.919395,51.740936,60s None,Transcribed,2034,NONE,NONE,,,,,,,,2034
ABMI,RUGR - BU LAB PROJECT,1382-NW,2017-04-24 6:46,-113.919395,51.740936,60s None,Transcribed,1057,NONE,NONE,,,,,,,,1057
ABMI,RUGR - BU LAB PROJECT,1382-NW,2017-04-25 2:00,-113.919395,51.740936,60s None,Transcribed,1170,NONE,NONE,,,,,,,,1170
ABMI,RUGR - BU LAB PROJECT,1382-NW,2017-04-29 0:00,-113.919395,51.740936,60s None,Transcribed,2061,NONE,NONE,,,,,,,,2061
ABMI,RUGR - BU LAB PROJECT,1382-NW,2017-04-30 2:00,-113.919395,51.740936,60s None,Transcribed,505,NONE,NONE,,,,,,,,505
