"","location","YEAR","longitude","latitude","SSYR","location_name","wt_project_full_nm","site","quadrant","Type_","Status","LandCover_NonVeg_v1.150m","LandCover_Veg_v1.150m","LandCover_VegNonTreed_v1.150m","LandCover_VegTreed_v1.150m","Species_Abie_Ama_v1.150m","Species_Abie_Bal_v1.150m","Species_Abie_Las_v1.150m","Species_Abie_Spp_v1.150m","Species_Acer_Mac_v1.150m","Species_Acer_Neg_v1.150m","Species_Acer_Pen_v1.150m","Species_Acer_Rub_v1.150m","Species_Acer_Sac_v1.150m","Species_Acer_Sah_v1.150m","Species_Acer_Spi_v1.150m","Species_Acer_Spp_v1.150m","Species_Alnu_Rub_v1.150m","Species_Alnu_Spp_v1.150m","Species_Arbu_Men_v1.150m","Species_Betu_All_v1.150m","Species_Betu_Pap_v1.150m","Species_Betu_Pop_v1.150m","Species_Betu_Spp_v1.150m","Species_Carp_Car_v1.150m","Species_Cary_Cor_v1.150m","Species_Cham_Noo_v1.150m","Species_Fagu_Gra_v1.150m","Species_Frax_Ame_v1.150m","Species_Frax_Nig_v1.150m","Species_Frax_Pen_v1.150m","Species_Genc_Spp_v1.150m","Species_Genh_Spp_v1.150m","Species_Jugl_Cin_v1.150m","Species_Jugl_Nig_v1.150m","Species_Juni_Vir_v1.150m","Species_Lari_Lar_v1.150m","Species_Lari_Lya_v1.150m","Species_Lari_Occ_v1.150m","Species_Lari_Spp_v1.150m","Species_Malu_Spp_v1.150m","Species_Ostr_Vir_v1.150m","Species_Pice_Abi_v1.150m","Species_Pice_Eng_v1.150m","Species_Pice_Gla_v1.150m","Species_Pice_Mar_v1.150m","Species_Pice_Rub_v1.150m","Species_Pice_Sit_v1.150m","Species_Pice_Spp_v1.150m","Species_Pinu_Alb_v1.150m","Species_Pinu_Ban_v1.150m","Species_Pinu_Con_v1.150m","Species_Pinu_Mon_v1.150m","Species_Pinu_Pon_v1.150m","Species_Pinu_Res_v1.150m","Species_Pinu_Spp_v1.150m","Species_Pinu_Str_v1.150m","Species_Pinu_Syl_v1.150m","Species_Popu_Bal_v1.150m","Species_Popu_Gra_v1.150m","Species_Popu_Spp_v1.150m","Species_Popu_Tre_v1.150m","Species_Popu_Tri_v1.150m","Species_Prun_Pen_v1.150m","Species_Prun_Ser_v1.150m","Species_Pseu_Men_v1.150m","Species_Quer_Alb_v1.150m","Species_Quer_Mac_v1.150m","Species_Quer_Rub_v1.150m","Species_Quer_Spp_v1.150m","Species_Sali_Spp_v1.150m","Species_Sorb_Ame_v1.150m","Species_Thuj_Occ_v1.150m","Species_Thuj_Pli_v1.150m","Species_Tili_Ame_v1.150m","Species_Tsug_Can_v1.150m","Species_Tsug_Het_v1.150m","Species_Tsug_Mer_v1.150m","Species_Tsug_Spp_v1.150m","Species_Ulmu_Ame_v1.150m","SpeciesGroups_Broadleaf_Spp_v1.150m","SpeciesGroups_Needleleaf_Spp_v1.150m","SpeciesGroups_Unknown_Spp_v1.150m","Structure_Biomass_Branch_v1.150m","Structure_Biomass_Foliage_v1.150m","Structure_Biomass_StemBark_v1.150m","Structure_Biomass_StemWood_v1.150m","Structure_Biomass_TotalDead_v1.150m","Structure_Biomass_TotalLiveAboveGround_v1.150m","Structure_Stand_Age_v1.150m","Structure_Stand_CrownClosure_v1.150m","Structure_Stand_Height_v1.150m","Structure_Volume_Merch_v1.150m","Structure_Volume_Total_v1.150m","LandCover_NonVeg_v1.565m","LandCover_Veg_v1.565m","LandCover_VegNonTreed_v1.565m","LandCover_VegTreed_v1.565m","Species_Abie_Ama_v1.565m","Species_Abie_Bal_v1.565m","Species_Abie_Las_v1.565m","Species_Abie_Spp_v1.565m","Species_Acer_Mac_v1.565m","Species_Acer_Neg_v1.565m","Species_Acer_Pen_v1.565m","Species_Acer_Rub_v1.565m","Species_Acer_Sac_v1.565m","Species_Acer_Sah_v1.565m","Species_Acer_Spi_v1.565m","Species_Acer_Spp_v1.565m","Species_Alnu_Rub_v1.565m","Species_Alnu_Spp_v1.565m","Species_Arbu_Men_v1.565m","Species_Betu_All_v1.565m","Species_Betu_Pap_v1.565m","Species_Betu_Pop_v1.565m","Species_Betu_Spp_v1.565m","Species_Carp_Car_v1.565m","Species_Cary_Cor_v1.565m","Species_Cham_Noo_v1.565m","Species_Fagu_Gra_v1.565m","Species_Frax_Ame_v1.565m","Species_Frax_Nig_v1.565m","Species_Frax_Pen_v1.565m","Species_Genc_Spp_v1.565m","Species_Genh_Spp_v1.565m","Species_Jugl_Cin_v1.565m","Species_Jugl_Nig_v1.565m","Species_Juni_Vir_v1.565m","Species_Lari_Lar_v1.565m","Species_Lari_Lya_v1.565m","Species_Lari_Occ_v1.565m","Species_Lari_Spp_v1.565m","Species_Malu_Spp_v1.565m","Species_Ostr_Vir_v1.565m","Species_Pice_Abi_v1.565m","Species_Pice_Eng_v1.565m","Species_Pice_Gla_v1.565m","Species_Pice_Mar_v1.565m","Species_Pice_Rub_v1.565m","Species_Pice_Sit_v1.565m","Species_Pice_Spp_v1.565m","Species_Pinu_Alb_v1.565m","Species_Pinu_Ban_v1.565m","Species_Pinu_Con_v1.565m","Species_Pinu_Mon_v1.565m","Species_Pinu_Pon_v1.565m","Species_Pinu_Res_v1.565m","Species_Pinu_Spp_v1.565m","Species_Pinu_Str_v1.565m","Species_Pinu_Syl_v1.565m","Species_Popu_Bal_v1.565m","Species_Popu_Gra_v1.565m","Species_Popu_Spp_v1.565m","Species_Popu_Tre_v1.565m","Species_Popu_Tri_v1.565m","Species_Prun_Pen_v1.565m","Species_Prun_Ser_v1.565m","Species_Pseu_Men_v1.565m","Species_Quer_Alb_v1.565m","Species_Quer_Mac_v1.565m","Species_Quer_Rub_v1.565m","Species_Quer_Spp_v1.565m","Species_Sali_Spp_v1.565m","Species_Sorb_Ame_v1.565m","Species_Thuj_Occ_v1.565m","Species_Thuj_Pli_v1.565m","Species_Tili_Ame_v1.565m","Species_Tsug_Can_v1.565m","Species_Tsug_Het_v1.565m","Species_Tsug_Mer_v1.565m","Species_Tsug_Spp_v1.565m","Species_Ulmu_Ame_v1.565m","SpeciesGroups_Broadleaf_Spp_v1.565m","SpeciesGroups_Needleleaf_Spp_v1.565m","SpeciesGroups_Unknown_Spp_v1.565m","Structure_Biomass_Branch_v1.565m","Structure_Biomass_Foliage_v1.565m","Structure_Biomass_StemBark_v1.565m","Structure_Biomass_StemWood_v1.565m","Structure_Biomass_TotalDead_v1.565m","Structure_Biomass_TotalLiveAboveGround_v1.565m","Structure_Stand_Age_v1.565m","Structure_Stand_CrownClosure_v1.565m","Structure_Stand_Height_v1.565m","Structure_Volume_Merch_v1.565m","Structure_Volume_Total_v1.565m"
"1650","379-NW",2018,-114.363037,57.620967,"379-NW-2018","379-NW","Ecosystem Health 2018",379,"NW","Terrestrial","Controlled",0,100,24.6666660308838,75.3333358764648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1999998092651,0,0,0,0,0,0,0,15.7533330917358,22.7733345031738,0,0,0,0,42.7200012207031,0,0,0,0,0,0,0,0,0,0,6.27333307266235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.27333307266235,91.446662902832,2.28333330154419,1.96666657924652,1.70666670799255,1.87666666507721,11.046667098999,6.3066668510437,16.6000003814697,35.533332824707,38.7666664123535,6.80000019073486,16.2099990844727,30.3766651153564,0.541666686534882,99.4583334922791,29.625,69.8333337306976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857500001788139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0331253409386,0,0,0,0,0,0,0,4.15833348035812,11.094375282526,0,0,0,0,9.33249998092651,0,0,0,0,0.421458333730698,0,0,0.973125024233013,0,0,29.807499974966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.6381252110004,62.0397918224335,6.32270823419094,3.51020836085081,1.60541663691401,4.71937499195337,22.0904166102409,14.4108329899609,31.9254167973995,65.545417547226,33.2579165697098,9.80104178190231,34.2597910687327,50.689374268055
"1651","379-SE",2018,-114.363037,57.620967,"379-SE-2018","379-SE","Ecosystem Health 2018",379,"SE","Terrestrial","Controlled",0,100,54,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.1166667938232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.8300018310547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.8300018310547,28.1166667938232,7.0533332824707,6.36999988555908,1.79666662216187,9.19000053405762,42.7133331298828,6.27666664123535,60.0666656494141,80.7600021362305,31.0833339691162,15.4800004959106,87.4499969482422,101.903327941895,0,100,46.4666667938232,53.5333338419596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.896444447835286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.1417781829834,0,0,0,0,0,0,0,1.87400007247925,10.6735556920369,0,0,0,0,0,0,0,0,0,0,0,0,0.365555568536123,0,0,51.4395562807719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.7015557607015,37.6893330574036,9.60888872146606,4.99444438616435,1.69399996598562,7.30111111005147,33.1951111793518,5.9875554005305,47.1837776819865,73.0295575459798,33.0131109873454,13.0020002047221,60.1513317902883,77.1297752380371
"1652","379-SW",2018,-114.363037,57.620967,"379-SW-2018","379-SW","Ecosystem Health 2018",379,"SW","Terrestrial","Controlled",0,100,49,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48000001907349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3500003814697,0,0,0,0,0,0,0,0,23.4300003051758,0,0,0,0,0,0,0,0,0,0,0,0,0.900000035762787,0,0,34.7333335876465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.1133308410645,52.7799987792969,10.1066665649414,4.02999973297119,1.37000000476837,5.3600001335144,25.4500007629395,3.61666655540466,36.2099990844727,69.6633377075195,29.1000003814697,11.0599994659424,48.1800003051758,59.0133323669434,0,100,36.6190477779933,63.3809531075614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13690476758139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.5545244216919,0,0,0,0,0,0,0,2.38119057246617,19.4147622244699,0,0,0,0,0,0,0,0,0,0,0,0,0.455952397414616,0,0,34.5180952378682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.1109522410801,55.3504757199969,8.53952370371137,3.8045237830707,1.54523805635316,5.37833321946008,24.5449999741146,13.9609519967011,35.2735713890621,70.5295252118792,31.7516662052699,10.5071429525103,38.9321421810559,54.4228563308716
"1653","38-NE",2018,-110.522453,59.464947,"38-NE-2018","38-NE","Ecosystem Health 2018",38,"NE","Terrestrial","Controlled",0,100,99.3333358764648,0.666666686534882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.553333342075348,0,0,0,0,0,0,0,0,1.47666656970978,0,0,0,0,3.38000011444092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.40999984741211,94.5899963378906,0.596666693687439,0.566666662693024,0.476666659116745,3.02666664123535,0.839999973773956,4.66666650772095,2.75999999046326,0.416666656732559,0.553333342075348,0.159999996423721,0.393333315849304,12.4999998978206,87.4999994550433,81.1666668483189,6.33333330069269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53333336966378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118571430444717,0,0,0,0,0,0,0,0.178571428571429,1.95785708938326,0,0,0,0,4.55285719462803,0,0,0,0,0,0,0,0.357142857142857,0,0,1.24976199013846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1402380807059,6.80785710471017,83.0519022260393,0.481428576367242,0.440714284777641,0.433571430189269,2.51428572620664,0.306428576154368,3.86976190975734,11.1754762956074,2.84357140106814,2.06619051950318,0.531428569129535,2.6309523667608
"1654","38-SW",2018,-110.522453,59.464947,"38-SW-2018","38-SW","Ecosystem Health 2018",38,"SW","Terrestrial","Controlled",5.33333349227905,94.6666641235352,90,4.66666650772095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9333333969116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.553333342075348,0,0,0,0,0,0,0,0,1.47666656970978,0,0,0,0,3.38000011444092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9333333969116,5.40999984741211,79.6566619873047,0.419999986886978,0.403333336114883,0.343333333730698,2.16666674613953,0.446666687726974,3.33333325386047,13.8100004196167,1.13666665554047,2.34666681289673,0.159999996423721,1.43333327770233,8.37500017881393,91.6250004768372,84.6249995231628,7.00000005960464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.53333336114883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345833338797092,0,0,0,0,0,0,0,0.3125,2.83791653811932,0,0,0,0,6.57916676998138,0,0,0,0,0,0,0,0.625,0,0,2.18708348274231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.34541660547256,10.07541680336,80.5791645050049,0.593125000596046,0.5295833311975,0.55729166418314,3.17770837247372,0.502083346247673,4.85770829021931,12.4364582598209,3.47541663050652,2.39458338171244,0.929999977350235,3.41749998927116
"1655","380-NE",2018,-114.063843,57.635994,"380-NE-2018","380-NE","Ecosystem Health 2018",380,"NE","Terrestrial","Controlled",0.333333343267441,99.6666679382324,17.6666665077209,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.548333346843719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.8933343887329,0,0,0,0,0,0,0,1.92666661739349,36.6899995803833,0,0,0,0,1.6599999666214,0,0,0,0,0,0,0,0,0,0,19.2633323669434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8116664886475,75.1700000762939,5.02166652679443,1.625,1.69166666269302,1.75166666507721,8.2483332157135,19.2883329391479,13.3199996948242,69.5016670227051,25.6666679382324,6.93833351135254,2.27333337068558,17.0516672134399,1.52083333581686,98.4791669845581,17.2291668057442,81.2500002384186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38770833611488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3327080607414,0,0,0,0,0,0,0,1.87020835280418,40.5183330774307,0,0,0,0,3.64479167759418,0,0,0,0,0,0,0,0.969791680574417,0,0,16.188333272934,0,0,0,0,0,0,0,0,0.416666656732559,0,0,0,0,0,0,0,0,0,18.9625002592802,74.3660419583321,6.67375012487173,2.072500012815,1.73104167357087,2.40333334729075,11.3968748897314,11.2218748442829,17.6064581871033,67.003333568573,29.1783336400986,7.93083342909813,10.3670834042132,27.0693753361702
"1656","380-NW",2018,-114.063843,57.635993,"380-NW-2018","380-NW","Ecosystem Health 2018",380,"NW","Terrestrial","Controlled",0,100,23,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03333330154419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7799997329712,0,0,0,0,0,0,0,0,65.163330078125,0,0,0,0,6.53000020980835,0,0,0,0,0,0,0,0,0,0,1.03333330154419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06666660308838,87.4733352661133,10.4566669464111,2.08666658401489,2.51666665077209,1.61000001430511,7.77333354949951,1.08666658401489,13.9866666793823,78.370002746582,38.533332824707,7.02333354949951,2.31666660308838,24.4799995422363,0.0370370381408268,99.962963104248,18.6666666666667,81.2962962256537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92314810885323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3042591147953,0,0,0,0,0,0,0,0.351666655805376,41.9051846928067,0,0,0,0,4.3444445265664,0,0,0,0,0,0,0,0.329629626539018,0,0,10.0805555118455,0,0,0,0,0,0,0,0,0.185185180770026,0,0,0,0,0,0,0,0,0,12.5185183882713,76.905556095971,10.5757409334183,1.87240742312537,1.69870368639628,1.85444445080227,8.94129631254408,13.3398143980238,14.3668515417311,60.3392601013184,25.09518538581,6.5401852660709,6.63129637969865,20.1518517600165
"1657","380-SE",2018,-114.063843,57.635993,"380-SE-2018","380-SE","Ecosystem Health 2018",380,"SE","Terrestrial","Controlled",0.333333343267441,99.6666679382324,20.6666669845581,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09666669368744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.1266660690308,0,0,0,0,0,0,0,2.91499990224838,46.2566661834717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2633323669434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3599998354912,75.2983341217041,4.34499979019165,2.46666663885117,2.69333326816559,2.32000005245209,10.8149995803833,9.73499965667725,18.2983331680298,75.7600021362305,31.6416673660278,7.91666698455811,4.26999998092651,24.8966674804688,1.80952381449086,98.1904765537807,16.8095240763256,81.3809525626046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81809521785804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.3388095583235,0,0,0,0,0,0,0,2.55166667699814,37.2485714639936,0,0,0,0,1.05833340223346,0,0,0,0,0,0,0,1.11166668257543,0,0,19.0923807982888,0,0,0,0,0,0,0,0,0.238095232418605,0,0,0,0,0,0,0,0,0,22.2602384175573,72.1973814964294,5.54476191954953,2.50952384301594,2.15214283551489,2.82023815172059,13.2604761464255,12.4780950290816,20.7445237977164,70.9738104684012,29.5519052914211,8.90333342552185,11.6771429372685,30.7230956895011
"1658","380-SW",2018,-114.063843,57.635993,"380-SW-2018","380-SW","Ecosystem Health 2018",380,"SW","Terrestrial","Controlled",11,89,14,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.15333271026611,0,0,0,0,0,0,0,0,56.8633346557617,0,0,0,0,6.14333343505859,0,0,0,0,0,0,0,0,0,0,21.3333339691162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3333339691162,71.1600036621094,7.50999975204468,1.3033332824707,1.37000000476837,1.4466667175293,6.67666625976562,11.2666664123535,10.7966661453247,59.5566673278809,42.4333343505859,7.10666656494141,3.09666657447815,21.0833320617676,0.68627451097264,99.3137256397921,17.1764706864077,82.1372550515567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43490188963273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.6750975777121,0,0,0,0,0,0,0,0.837450946078581,52.0847064186545,0,0,0,0,0.745490214403938,0,0,0,0,0,0,0,0.349019604570725,0,0,6.99764711015365,0,0,0,0,0,0,0,0,0.331176449270809,0,0,0,0,0,0,0,0,0,10.1127451167387,83.3427462297327,6.54549019301639,2.17745100049412,2.16294116833631,1.91823533002068,9.22764699599322,7.95215657879324,15.4874509362613,75.3137265373679,32.0284313875086,7.69176487361684,5.9231373667717,24.6317646924187
"1659","381-NE",2018,-113.783333,57.584751,"381-NE-2018","381-NE","Ecosystem Health 2018",381,"NE","Terrestrial","Controlled",0,100,25,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.2033348083496,0,0,0,0,0,0,0,0,26.9033336639404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.1066665649414,17.8933334350586,0.98333328962326,0.996666669845581,0.779999971389771,4.68333339691162,28.5233325958252,7.4433331489563,73.1500015258789,13.8333330154419,2.88000011444092,0.159999996423721,3.85666680335999,0.285714285714286,99.7142857142857,12.547618993691,87.1666665758405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.2035713536399,0,0,0,0,0,0,0,1.10500001907349,41.921905040741,0,0,0,0,11.7292856488909,1.84119047437395,0,0,0,0,0,0,0,0,0,0.441428580454418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441428580454418,90.8007147652762,8.75809521760259,1.31952379856791,1.44238095624106,1.13404759764671,6.73142846993038,25.7883334670748,10.6285714421953,66.8526188986642,28.0811905179705,5.37666666507721,1.82761908941237,13.3345237204007
"1660","381-NW",2018,-113.783333,57.584751,"381-NW-2018","381-NW","Ecosystem Health 2018",381,"NW","Terrestrial","Controlled",4,96,33.6666665077209,62.3333320617676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325000017881393,0,0,0,0,0,0,0,7.7350001335144,37.3466663360596,0,0,0,0,25.2633323669434,0,0,0,0,0,0,0,0,0,0,6.49833339452744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.49833339452744,70.6699981689453,22.8299994468689,1.43500006198883,1.46333339810371,1.43999993801117,8.12666702270508,17.3716669082642,12.4633326530457,48.5266666412354,34.6666650772095,7.31499981880188,5.26999986171722,18.7066669464111,2.30952382087708,97.6904760088239,22.9285714285714,74.7619045802525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3069047693695,0,0,0,0,0,0,0,4.42000007629395,45.5161903926304,0,0,0,0,18.4490474973406,2.04261904103415,0,0,0,0,0,0,0,0,0,2.47238098084927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47238098084927,82.7347619192941,14.7923806394849,1.52333334088326,1.61928573250771,1.40523804511343,8.49785711084093,21.137380872454,13.0464283057622,53.4457146780831,32.3957138742719,6.64452368872506,4.99642847245559,18.405238194125
"1661","381-SE",2018,-113.783333,57.584751,"381-SE-2018","381-SE","Ecosystem Health 2018",381,"SE","Terrestrial","Controlled",0,100,12,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.9199981689453,0,0,0,0,60.1699981689453,0,0,0,0,0,0,0,0,0,0,1.07000005245209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07000005245209,97.0900039672852,1.8400000333786,2.43666672706604,2.98000001907349,2.39333319664001,13.8066663742065,2.03666663169861,21.6166667938232,68.1199951171875,58.1333351135254,9.63000011444092,4.12333345413208,39.8866653442383,1.11111113230387,98.8888885498047,8.80000003178914,90.088889058431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218222220738729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.23066662549973,0,0,0,0,0,0,0,0,48.6706665039062,0,0,0,0,32.3802216529846,0,0,0,0,0,0,0,0,0,0,3.49422221183777,0,0,0,0,0,0,0,0,0.194888893763224,0,0,0,0,0,0,0,0,0,3.90733332633972,90.2813339233398,5.8124442021052,2.09244446754456,2.27333338260651,2.06555553674698,12.232888952891,19.1242223819097,18.6655556042989,58.2926666259766,43.2031111399333,8.07777768770854,7.16022221346696,31.3073330243429
"1662","381-SW",2018,-113.783333,57.584751,"381-SW-2018","381-SW","Ecosystem Health 2018",381,"SW","Terrestrial","Controlled",5,95,14.1666665077209,80.8333320617676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72666676342487,0,0,0,0,0,0,0,0.0466666668653488,43.2516670227051,0,0,0,0,36.2199993133545,4.57333326339722,0,0,0,0,0,0,0,0,0,8.20333343744278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.20333343744278,85.8183326721191,5.97666656970978,2.36833339929581,2.37833338975906,2.56833344697952,14.8683340549469,8.59333312511444,22.1833326816559,54.9633331298828,42.4599990844727,8.97333312034607,12.266666829586,38.9816656112671,2.31111113230387,97.6888885498047,11.7555555105209,85.9333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218222220738729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06377775271734,0,0,0,0,0,0,0,1.03755557338397,54.5859994252523,0,0,0,0,29.2297771135966,0.797777764002482,0,0,0,0,0,0,0,0,0,4.90355555415154,0,0,0,0,0,0,0,0,0.194888893763224,0,0,0,0,0,0,0,0,0,5.31666666865349,87.7146667480469,6.96933309634527,2.11244448423386,2.30422226587931,2.11088885863622,12.3271111806234,16.9077778577805,18.8555553754171,55.1228886922201,45.7919995625814,8.55266647338867,7.96511104106903,32.646222114563
"1663","382-NE",2016,-113.389854,57.568283,"382-NE-2016","382-NE","Ecosystem Health 2016",382,"NE","Terrestrial","Controlled",14.3333330154419,85.6666641235352,9.33333301544189,76.3333358764648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233333334326744,0,0,0,0,0,0,0,0,45.0766677856445,0,0,0,0,52.1033363342285,0,0,0,0,0,0,0,0,0,0,0.0733333304524422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0733333304524422,97.2033309936523,2.72666668891907,2.04666662216187,2.25666666030884,2.04666662216187,12.75,15.5733327865601,19.1033325195312,52.7866668701172,29.2333335876465,6.28333330154419,3.8733332157135,26.7233333587646,40.9259258906047,59.0740734140078,14.6851850350698,44.3888892796304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53925938448972,0,0,0,0,0,0,0,0,35.8499988449944,0,0,0,0,41.8172218534682,0,0,0,0,0.405925936169095,0,0,0,0,0,4.06666666517655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06666666517655,80.6124048233032,15.3212958176931,0.834444425379237,0.911481480631563,0.817592578008771,4.90314817345805,7.03074051915771,7.46703692939546,31.8283338811662,18.5750001006656,4.29277777671814,1.7853703453309,11.0181480679247
"1664","382-NW",2016,-113.389854,57.568283,"382-NW-2016","382-NW","Ecosystem Health 2016",382,"NW","Terrestrial","Controlled",18.3333339691162,81.6666641235352,17.6666660308838,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.1533317565918,0,0,0,0,29.2533340454102,0,0,0,0,1.82666671276093,0,0,0,0,0,0.0733333304524422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0733333304524422,89.2333297729492,10.6966667175293,0.95333331823349,0.939999997615814,0.870000004768372,5.63666677474976,25.6933326721191,8.40999984741211,30.1800003051758,17,3.95000004768372,0.779999971389771,7.50333309173584,20.3725490570068,79.6274506064022,19.1176468063803,60.509804501253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68000005886835,0,0,0,0,0,0,0,1.70607847325942,39.9015676274019,0,0,0,0,41.4445096184226,0,0,0,0,0.429803932414335,0,0,0,0,0,5.06705892348991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06705892348991,85.1619584700641,9.77078423780553,1.37098037320025,1.45156863068833,1.35999997135471,8.23745104495217,8.87647043091848,12.4211764125263,44.1490203352535,26.7723536070655,5.94686276772443,4.38450973875382,19.6725490093231
